,0
548,25.495097567963924
549,31.144823004794873
550,12.041594578792296
551,27.459060435491963
552,28.284271247461902
553,13.601470508735444
554,24.166091947189145
555,20.0
556,8.06225774829855
557,22.80350850198276
558,31.827660925679098
559,27.202941017470888
560,26.248809496813376
561,7.810249675906654
562,26.1725046566048
563,30.610455730027933
564,16.492422502470642
565,20.0
566,35.73513677041127
567,8.06225774829855
568,32.7566787083184
569,22.80350850198276
570,50.59644256269407
571,21.540659228538015
572,35.4682957019364
573,41.86884283091664
574,24.413111231467404
575,14.142135623730951
576,13.0
577,21.02379604162864
578,12.206555615733702
579,32.7566787083184
580,20.248456731316587
581,48.093658625644196
582,28.284271247461902
583,10.0
584,30.14962686336267
585,8.06225774829855
586,8.54400374531753
587,4.242640687119285
588,2.23606797749979
589,21.540659228538015
590,51.62363799656123
591,24.413111231467404
592,26.076809620810597
593,37.12142238654117
594,10.63014581273465
595,18.110770276274835
596,28.178005607210743
597,31.827660925679098
598,8.06225774829855
599,11.0
600,31.89043743820395
601,59.09314681077663
602,23.0
603,40.496913462633174
604,16.1245154965971
605,53.16013544000805
606,14.7648230602334
607,49.64876634922564
608,35.73513677041127
609,56.64803615307419
610,18.027756377319946
611,26.40075756488817
612,14.317821063276353
613,20.248456731316587
614,20.808652046684813
615,48.662100242385755
616,52.172789842982326
617,36.89173349139343
618,71.80529228406496
619,37.33630940518894
620,32.01562118716424
621,19.79898987322333
622,12.206555615733702
623,35.77708763999664
624,10.770329614269007
625,16.278820596099706
626,2.23606797749979
627,4.123105625617661
628,32.7566787083184
629,12.0
630,31.89043743820395
631,14.317821063276353
632,28.653097563788805
633,53.23532661682466
634,34.20526275297414
635,15.264337522473747
636,30.083217912982647
637,31.04834939252005
638,14.7648230602334
639,40.496913462633174
640,9.486832980505138
641,24.596747752497688
642,23.259406699226016
643,30.805843601498726
644,28.600699292150182
645,40.496913462633174
646,32.449961479175904
647,31.32091952673165
648,21.02379604162864
649,34.48187929913333
650,14.7648230602334
651,17.72004514666935
652,13.341664064126334
653,28.442925306655784
654,37.8549864614954
655,24.186773244895647
656,27.892651361962706
657,20.248456731316587
658,24.413111231467404
659,20.248456731316587
660,20.12461179749811
661,10.770329614269007
662,5.0
663,23.430749027719962
664,28.442925306655784
665,6.0
666,44.64302857109943
667,35.73513677041127
668,28.653097563788805
669,21.540659228538015
670,13.601470508735444
671,27.892651361962706
672,12.529964086141668
673,20.248456731316587
674,17.0
675,13.341664064126334
676,52.0
677,25.179356624028344
678,0.0
679,30.083217912982647
680,18.110770276274835
681,16.1245154965971
682,12.206555615733702
683,28.178005607210743
684,10.04987562112089
685,45.65084884205331
686,28.442925306655784
687,26.570660511172846
688,20.248456731316587
689,17.72004514666935
690,29.154759474226502
691,8.54400374531753
692,37.33630940518894
693,23.021728866442675
694,7.280109889280518
695,18.110770276274835
696,27.586228448267445
697,16.55294535724685
698,27.294688127912362
699,15.811388300841896
