,0
0,27.459060435491963
1,24.08318915758459
2,13.601470508735444
3,39.84971769034255
4,27.202941017470888
5,22.47220505424423
6,26.92582403567252
7,47.80167361086848
8,20.615528128088304
9,27.459060435491963
10,30.4138126514911
11,24.166091947189145
12,32.984845004941285
13,13.601470508735444
14,16.0312195418814
15,12.206555615733702
16,29.614185789921695
17,17.0
18,19.697715603592208
19,36.68787265568828
20,32.64965543462902
21,33.06055050963308
22,17.46424919657298
23,13.601470508735444
24,41.88078318274385
25,32.0624390837628
26,9.486832980505138
27,8.602325267042627
28,15.620499351813308
29,20.518284528683193
30,4.0
31,30.805843601498726
32,5.385164807134504
33,31.240998703626616
34,49.76946855251722
35,10.63014581273465
36,2.8284271247461903
37,18.867962264113206
38,11.313708498984761
39,13.152946437965905
40,23.08679276123039
41,41.86884283091664
42,13.152946437965905
43,25.553864678361276
44,18.867962264113206
45,17.0
46,13.038404810405298
47,44.598206241955516
48,40.80441152620633
49,23.706539182259394
50,7.0710678118654755
51,11.704699910719626
52,26.92582403567252
53,16.278820596099706
54,14.866068747318506
55,13.416407864998739
56,2.8284271247461903
57,13.416407864998739
58,33.61547262794322
59,18.110770276274835
60,34.828149534535996
61,41.048751503547585
62,32.202484376209235
63,8.94427190999916
64,25.96150997149434
65,15.264337522473747
66,18.0
67,50.00999900019995
68,36.124783736376884
69,52.839379254491625
70,25.019992006393608
71,16.1245154965971
72,34.828149534535996
73,26.92582403567252
74,51.54609587543949
75,23.021728866442675
76,42.44997055358225
77,42.638011210655684
78,40.607881008493905
79,30.675723300355934
80,19.849433241279208
81,25.079872407968907
82,36.069377593742864
83,29.427877939124322
84,14.142135623730951
85,65.19202405202648
86,22.02271554554524
87,33.24154027718932
88,24.758836806279895
89,41.10960958218893
90,27.459060435491963
91,8.94427190999916
92,5.385164807134504
93,38.01315561749642
94,13.416407864998739
95,40.85339643163099
96,37.33630940518894
97,18.601075237738275
98,28.319604517012593
99,26.076809620810597
100,15.264337522473747
101,102.45974819410792
102,185.52897347853784
103,89.02246907382428
104,36.24913792078372
105,38.3275357934736
106,86.68333173107735
107,156.52475842498527
108,110.13627921806692
109,29.68164415931166
110,19.697715603592208
111,21.587033144922902
112,18.867962264113206
113,45.48626166217664
114,38.91015291668744
115,13.152946437965905
116,42.20189569201838
117,1.0
118,13.038404810405298
119,158.35403373454054
120,200.14244927051334
121,79.93122043357026
122,60.8276253029822
123,10.63014581273465
124,154.14927829866735
125,172.00290695217916
126,91.00549433962765
127,35.22782990761707
128,35.22782990761707
129,16.1245154965971
130,37.73592452822641
131,26.40075756488817
132,36.61966684720111
133,20.518284528683193
134,15.264337522473747
135,11.180339887498949
136,10.63014581273465
137,24.20743687382041
138,11.180339887498949
139,15.264337522473747
140,13.341664064126334
141,24.73863375370596
142,8.602325267042627
143,59.413803110051795
144,170.74249617479535
145,156.7226850203888
146,127.66362050325849
147,171.1724276862369
148,122.5275479229059
149,9.486832980505138
150,26.570660511172846
151,24.758836806279895
152,13.601470508735444
153,24.758836806279895
154,155.92626462530293
155,174.4161689752415
156,134.6291201783626
157,165.41160781517118
158,133.52153384379613
159,12.529964086141668
160,56.089214649520635
161,95.02105029939419
162,159.45218719101973
163,94.86832980505137
164,25.298221281347036
165,33.52610922848042
166,107.42439201596628
167,152.16109883935513
168,120.16655108639841
169,16.55294535724685
170,29.410882339705484
171,25.45584412271571
172,35.34119409414458
173,31.38470965295043
174,135.14806694880988
175,175.26266002774236
176,151.16877984557524
177,193.00259065618783
178,113.22543883774529
179,36.22154055254967
180,17.029386365926403
181,7.810249675906654
182,9.848857801796104
183,66.007575322837
184,178.1937148162078
185,162.60381299342276
186,68.54195795277518
187,44.94441010848846
188,33.52610922848042
189,122.87391912037315
190,142.9475428260311
191,148.05404418657398
192,168.00297616411441
193,114.0175425099138
194,22.847319317591726
195,49.09175083453431
196,103.32473082471591
197,181.96977771047588
198,115.76700738984316
199,45.79301256742124
200,18.0
201,83.00602387778854
202,119.85407794480753
203,127.61269529321916
204,50.08991914547278
205,42.95346318982906
206,113.43720729989786
207,171.5925406304132
208,86.16263691415206
209,37.107950630558946
210,35.0
211,21.540659228538015
212,12.041594578792296
213,13.416407864998739
214,189.25643978475344
215,183.86136081297778
216,48.16637831516918
217,21.213203435596427
218,59.135437767890075
219,134.6291201783626
220,166.59531806146293
221,75.43208866258443
222,19.849433241279208
223,7.810249675906654
224,157.2895419282541
225,179.00279327429502
226,135.85654198455074
227,179.9388785115657
228,133.12400234367956
229,36.345563690772494
230,48.41487374764082
231,10.44030650891055
232,25.612496949731394
233,48.76474136094644
234,154.98709623707387
235,159.40200751558933
236,58.412327466040935
237,37.73592452822641
238,38.63935817272331
239,105.70241246064349
240,170.26156348395253
241,146.4923206178399
242,172.74258305351347
243,107.35455276791944
244,22.360679774997898
245,36.013886210738214
246,46.2709412050371
247,24.698178070456937
248,83.02409288875127
249,165.05150711217394
250,194.02319448973105
251,39.395431207184416
252,17.0
253,40.24922359499622
254,120.91732712891069
255,178.0028089666003
256,133.6899397860587
257,170.3202865192517
258,149.01342221424215
259,25.495097567963924
260,18.681541692269406
261,121.51131634543344
262,212.5323504786977
263,114.93476410555685
264,38.118237105091836
265,21.213203435596427
266,100.84145972763385
267,183.8069639594757
268,116.43023662262307
269,53.009433122794285
270,28.284271247461902
271,83.60023923410746
272,194.87944991712183
273,134.18271125595876
274,44.721359549995796
275,24.041630560342615
276,37.20215047547655
277,13.0
278,17.029386365926403
279,140.00357138301865
280,161.1241757155021
281,111.30588483993108
282,39.56008088970496
283,76.90253571892151
284,170.6985647274165
285,147.49237268414933
286,94.59386872308374
287,47.853944456021594
288,50.039984012787215
289,156.18578680533003
290,202.27703774773843
291,155.04837954651444
292,143.17122615944868
293,119.6703806294607
294,37.20215047547655
295,24.758836806279895
296,131.54847015454038
297,145.60906565183365
298,109.01834707974616
299,18.681541692269406
300,24.758836806279895
301,50.039984012787215
302,32.31098884280702
303,42.941821107167776
304,160.262285020525
305,215.87033144922904
306,191.9088325221119
307,174.80560631741764
308,118.82760622010359
309,29.068883707497267
310,13.601470508735444
311,7.615773105863909
312,25.317977802344327
313,29.427877939124322
314,153.48289807011074
315,179.28747864811976
316,112.4144118874444
317,191.1674658512792
318,136.01470508735443
319,36.069377593742864
320,5.0
321,78.77182237323191
322,179.90275150758535
323,108.15729286552988
324,15.264337522473747
325,22.02271554554524
326,132.83448347473634
327,201.93315725754402
328,120.10412149464314
329,63.788713735268246
330,38.3275357934736
331,20.591260281974
332,13.152946437965905
333,21.095023109728988
334,172.15400082484288
335,176.32356620712955
336,145.7840869230932
337,181.22085972646747
338,111.04053313993049
339,29.068883707497267
340,18.601075237738275
341,12.041594578792296
342,9.486832980505138
343,22.47220505424423
344,126.01983970788092
345,137.13132391981054
346,151.5585695366646
347,173.8188712424517
348,72.91776189653656
349,42.485291572496
350,55.90169943749474
351,91.19758768739445
352,151.5585695366646
353,105.53672346628922
354,35.90264614203248
355,42.42640687119285
356,11.180339887498949
357,22.561028345356956
358,83.02409288875127
359,154.0811474515945
360,137.0
361,123.79418403139947
362,165.07574019219177
363,84.75848040166836
364,22.627416997969522
365,7.615773105863909
366,18.384776310850235
367,34.48187929913333
368,12.041594578792296
369,136.35615130972272
370,168.5852899869974
371,77.07788269017254
372,17.46424919657298
373,32.14031735997639
374,126.57408897558773
375,177.73013250431114
376,142.00352108310554
377,178.61690849412886
378,131.60927019021113
379,41.86884283091664
380,15.132745950421556
381,90.21086409075129
382,198.58751219550538
383,119.85407794480753
384,23.706539182259394
385,44.64302857109943
386,30.886890422961002
387,29.614185789921695
388,27.202941017470888
389,130.83195328359201
390,165.42369842317032
391,157.8131806916013
392,172.40939649566667
393,109.77249200050075
394,39.20459156782532
395,47.67598976424087
396,122.80065146407001
397,182.4719156473127
398,133.18032887780387
399,6.4031242374328485
400,28.0
401,23.853720883753127
402,56.089214649520635
403,10.63014581273465
404,169.33103672983285
405,200.83824337013107
406,140.87228258248675
407,139.26952286842948
408,111.01801655587259
409,42.01190307520001
410,16.492422502470642
411,112.96902230257638
412,172.88724649319857
413,150.74813431681335
414,44.28317965096906
415,24.041630560342615
416,108.85311203635843
417,196.9771560359221
418,102.18121158021175
419,5.0
420,24.331050121192877
421,18.110770276274835
422,24.413111231467404
423,16.55294535724685
424,4.123105625617661
425,8.54400374531753
426,11.313708498984761
427,35.510561809129406
428,38.3275357934736
429,26.570660511172846
430,26.1725046566048
431,5.0
432,22.135943621178654
433,24.186773244895647
434,5.0
435,32.7566787083184
436,12.041594578792296
437,33.54101966249684
438,30.01666203960727
439,25.495097567963924
440,44.04543109109048
441,32.01562118716424
442,34.20526275297414
443,28.0178514522438
444,37.33630940518894
445,18.110770276274835
446,30.083217912982647
447,39.20459156782532
448,40.19950248448356
449,7.810249675906654
450,32.01562118716424
451,25.495097567963924
452,24.413111231467404
453,18.867962264113206
454,15.033296378372908
455,33.61547262794322
456,47.43416490252569
457,23.430749027719962
458,20.09975124224178
459,35.11409973215888
460,16.492422502470642
461,13.0
462,26.570660511172846
463,40.26164427839479
464,30.01666203960727
465,19.697715603592208
466,12.041594578792296
467,11.661903789690601
468,48.010415536631214
469,45.65084884205331
470,29.154759474226502
471,33.0
472,27.65863337187866
473,37.656340767525464
474,25.179356624028344
475,30.14962686336267
476,47.16990566028302
477,9.486832980505138
478,0.0
479,61.84658438426491
480,34.9857113690718
481,16.278820596099706
482,18.027756377319946
483,11.180339887498949
484,38.41874542459709
485,11.0
486,32.449961479175904
487,20.248456731316587
488,7.810249675906654
489,34.23448553724738
490,28.0178514522438
491,60.4648658313239
492,45.65084884205331
493,11.661903789690601
494,45.60701700396552
495,27.586228448267445
496,8.06225774829855
497,12.041594578792296
498,14.142135623730951
499,61.71709649683789
500,5.0
501,7.280109889280518
502,13.341664064126334
503,16.1245154965971
504,16.1245154965971
505,8.54400374531753
506,28.442925306655784
507,15.033296378372908
508,27.80287754891569
509,28.284271247461902
510,7.0710678118654755
511,9.219544457292887
512,11.313708498984761
513,5.0
514,34.17601498127012
515,24.20743687382041
516,20.248456731316587
517,14.317821063276353
518,15.811388300841896
519,34.828149534535996
520,17.72004514666935
521,37.16180835212409
522,21.02379604162864
523,14.317821063276353
524,32.2490309931942
525,20.223748416156685
526,9.219544457292887
527,17.08800749063506
528,8.06225774829855
529,32.01562118716424
530,7.810249675906654
531,10.04987562112089
532,9.486832980505138
533,42.1070065428546
534,20.223748416156685
535,23.53720459187964
536,34.655446902326915
537,12.041594578792296
538,5.0
539,25.179356624028344
540,37.8549864614954
541,14.7648230602334
542,7.810249675906654
543,23.430749027719962
544,7.0710678118654755
545,12.529964086141668
546,21.540659228538015
547,28.635642126552707
